 TIME                    	time                     	freq                     	Toa                      	Tr                       	RHr                      	Ts-exp                   	Ts-sim                   	RHs-exp                  	RHs-sim                  	Pel-exp                  	Pel-sim                  	Qc-exp                   	Qc-sim                   	Qcs-exp                  	Qcs-sim                  	Qcl-exp                  	Qcl-sim                  	
  +1.4833333333333334E+00	  +5.3400000000000000E+03	  +5.1911000000000001E+01	  +4.1558999999999997E+01	  +2.5698000000000000E+01	  +6.5486000000000004E+01	  +1.4058000000000000E+01	  +1.5668322621712838E+01	  +7.1094999999999999E+01	  +6.3943677407339962E+01	  +8.7042444444444433E-01	  +8.5336467399518801E-01	  +3.7807613888888887E+00	  +3.5582928231876738E+00	  +1.5760786111111111E+00	  +1.3574969282979588E+00	  +2.2046827777777778E+00	  +2.2007958948897155E+00	
  +1.5000000000000000E+00	  +5.4000000000000000E+03	  +5.3408999999999999E+01	  +4.1850000000000001E+01	  +2.5826000000000001E+01	  +4.2195000000000000E+01	  +1.3997999999999999E+01	  +1.1035180110828339E+01	  +4.5162999999999997E+01	  +7.2852673316585481E+01	  +8.8101333333333343E-01	  +8.8759761542857141E-01	  +3.7623855555555554E+00	  +3.6363021418677466E+00	  +1.9668094444444444E+00	  +2.4655871836247076E+00	  +1.7955763888888889E+00	  +1.1707149582430390E+00	
  +1.5166666666666666E+00	  +5.4600000000000000E+03	  +5.1850999999999999E+01	  +4.1844000000000001E+01	  +2.5925999999999998E+01	  +6.2990000000000002E+01	  +1.4173999999999999E+01	  +1.5349135732181722E+01	  +7.1087999999999994E+01	  +6.6959953875662748E+01	  +8.7435750000000001E-01	  +8.5336540795428573E-01	  +3.7622833333333330E+00	  +3.5492489034218822E+00	  +1.6356863888888888E+00	  +1.4719753070602168E+00	  +2.1265969444444446E+00	  +2.0772735963616653E+00	
  +1.5333333333333334E+00	  +5.5200000000000000E+03	  +5.3259000000000000E+01	  +4.1994999999999997E+01	  +2.5899999999999999E+01	  +5.9043999999999997E+01	  +1.4117000000000001E+01	  +1.3848250430959260E+01	  +6.3767000000000003E+01	  +6.9357899203573254E+01	  +8.6930694444444445E-01	  +8.8465931187969948E-01	  +3.7535405555555554E+00	  +3.6279099355776618E+00	  +1.6479827777777778E+00	  +1.6864173396817459E+00	  +2.1055577777777779E+00	  +1.9414925958959159E+00	
  +1.5500000000000000E+00	  +5.5800000000000000E+03	  +5.3872000000000000E+01	  +4.2286000000000001E+01	  +2.5959000000000000E+01	  +4.9655000000000001E+01	  +1.4191000000000001E+01	  +1.3146013473357476E+01	  +6.0512999999999998E+01	  +7.2065312482146410E+01	  +8.6729138888888879E-01	  +8.9867764318075172E-01	  +3.7721450000000001E+00	  +3.6521800550600316E+00	  +1.9597186111111111E+00	  +2.1357981571134426E+00	  +1.8124263888888887E+00	  +1.5163818979465893E+00	
  +1.5666666666666667E+00	  +5.6400000000000000E+03	  +5.4472999999999999E+01	  +4.2046999999999997E+01	  +2.5905000000000001E+01	  +6.4042000000000002E+01	  +1.4276999999999999E+01	  +1.5124176878325800E+01	  +7.1122000000000000E+01	  +6.5646647610153636E+01	  +8.6235083333333340E-01	  +9.1168007437142839E-01	  +3.7701297222222223E+00	  +3.7060798118090790E+00	  +1.6059349999999999E+00	  +1.4878860890426311E+00	  +2.1641947222222222E+00	  +2.2181937227664483E+00	
  +1.5833333333333333E+00	  +5.7000000000000000E+03	  +5.3274000000000001E+01	  +4.1689999999999998E+01	  +2.6013999999999999E+01	  +5.6314999999999998E+01	  +1.4038000000000000E+01	  +1.0578780784292587E+01	  +4.2622999999999998E+01	  +7.2678138506368086E+01	  +8.6023138888888895E-01	  +8.8522627797894748E-01	  +3.6960380555555554E+00	  +3.6467466564961839E+00	  +1.4164230555555555E+00	  +1.8301665082744119E+00	  +2.2796149999999997E+00	  +1.8165801482217718E+00	
  +1.6000000000000001E+00	  +5.7600000000000000E+03	  +5.3496000000000002E+01	  +4.2018999999999998E+01	  +2.6071999999999999E+01	  +6.2536000000000001E+01	  +1.4111000000000001E+01	  +1.4552011765392603E+01	  +7.1081999999999994E+01	  +6.7428678945750008E+01	  +8.7516027777777783E-01	  +8.9057401244390966E-01	  +3.6632138888888890E+00	  +3.6519475699584891E+00	  +1.6011130555555555E+00	  +1.5410111058425329E+00	  +2.0621008333333335E+00	  +2.1109364641159565E+00	
  +1.6166666666666667E+00	  +5.8200000000000000E+03	  +5.2868000000000002E+01	  +4.2255000000000003E+01	  +2.6021999999999998E+01	  +5.6893999999999998E+01	  +1.4255000000000001E+01	  +1.1477376605163105E+01	  +4.4009000000000000E+01	  +7.2034716902079339E+01	  +8.7768083333333324E-01	  +8.7662823764210551E-01	  +3.7581638888888889E+00	  +3.5933589368362582E+00	  +1.4331688888888889E+00	  +1.7762053107217866E+00	  +2.3249952777777780E+00	  +1.8171536261144714E+00	
  +1.6333333333333333E+00	  +5.8800000000000000E+03	  +5.4218000000000004E+01	  +4.1698000000000000E+01	  +2.6065999999999999E+01	  +5.1744999999999997E+01	  +1.4201000000000001E+01	  +1.3060456579777037E+01	  +6.2423000000000002E+01	  +7.3348611179852000E+01	  +8.6447027777777774E-01	  +9.0636960565654134E-01	  +3.7631775000000003E+00	  +3.7083171314199848E+00	  +1.8964619444444444E+00	  +2.0802678103332268E+00	  +1.8667155555555557E+00	  +1.6280493210867579E+00	
  +1.6499999999999999E+00	  +5.9400000000000000E+03	  +5.1689000000000000E+01	  +4.2197000000000003E+01	  +2.5966999999999999E+01	  +6.3131999999999998E+01	  +1.4178000000000001E+01	  +1.4675372971458145E+01	  +6.3451000000000001E+01	  +6.6378201760173923E+01	  +8.6870638888888885E-01	  +8.5023993457754377E-01	  +3.7631322222222221E+00	  +3.5237841305577624E+00	  +1.5196858333333332E+00	  +1.4564893315067007E+00	  +2.2434463888888891E+00	  +2.0672947990510617E+00	
  +1.6666666666666667E+00	  +6.0000000000000000E+03	  +5.2673000000000002E+01	  +4.2189000000000000E+01	  +2.5910000000000000E+01	  +5.2853999999999999E+01	  +1.4189000000000000E+01	  +1.4787118009311378E+01	  +7.1082999999999998E+01	  +7.0082753456612224E+01	  +8.5926888888888886E-01	  +8.7183508885914784E-01	  +3.7678811111111110E+00	  +3.5772160732228571E+00	  +2.0519833333333333E+00	  +1.9472594540318258E+00	  +1.7158977777777777E+00	  +1.6299566191910311E+00	
  +1.6833333333333333E+00	  +6.0600000000000000E+03	  +5.2258000000000003E+01	  +4.2009999999999998E+01	  +2.5841000000000001E+01	  +6.5263999999999996E+01	  +1.4188000000000001E+01	  +1.5228955628229880E+01	  +6.7189999999999998E+01	  +6.4048156488638654E+01	  +8.7257750000000001E-01	  +8.6218728669473688E-01	  +3.7520969444444447E+00	  +3.5650331533205506E+00	  +1.5093494444444446E+00	  +1.3744758561049788E+00	  +2.2427475000000001E+00	  +2.1905572972155718E+00	
  +1.7000000000000000E+00	  +6.1200000000000000E+03	  +5.1700000000000003E+01	  +4.2103000000000002E+01	  +2.5899000000000001E+01	  +4.0008000000000003E+01	  +1.4106999999999999E+01	  +1.1126890698876515E+01	  +4.0685000000000002E+01	  +7.0929406740529103E+01	  +8.6642722222222224E-01	  +8.5011564240601500E-01	  +3.7604147222222224E+00	  +3.5147831244163705E+00	  +1.9635247222222223E+00	  +2.4671857185726820E+00	  +1.7968900000000001E+00	  +1.0475974058436883E+00	
  +1.7166666666666666E+00	  +6.1800000000000000E+03	  +5.2356999999999999E+01	  +4.2231999999999999E+01	  +2.5902000000000001E+01	  +5.6811999999999998E+01	  +1.4113000000000000E+01	  +1.4736988563101683E+01	  +7.1087000000000003E+01	  +7.0180653785619796E+01	  +8.7571055555555555E-01	  +8.6482494292210521E-01	  +3.7414202777777774E+00	  +3.5563650553888766E+00	  +1.8548119444444446E+00	  +1.7567176081065150E+00	  +1.8866083333333332E+00	  +1.7996474472823618E+00	
  +1.7333333333333334E+00	  +6.2400000000000000E+03	  +5.3390999999999998E+01	  +4.2268999999999998E+01	  +2.6016999999999999E+01	  +6.3555000000000000E+01	  +1.4190000000000000E+01	  +1.2217356768431261E+01	  +4.2182000000000002E+01	  +6.1884211013756655E+01	  +8.7470000000000003E-01	  +8.8820376206947371E-01	  +3.7588802777777777E+00	  +3.6309759907836132E+00	  +1.2686038888888889E+00	  +1.4832483574605577E+00	  +2.4902766666666665E+00	  +2.1477276333230555E+00	
  +1.7500000000000000E+00	  +6.3000000000000000E+03	  +5.2756999999999998E+01	  +4.2204000000000001E+01	  +2.5884000000000000E+01	  +3.2942000000000000E+01	  +1.4138000000000000E+01	  +1.7632797129130164E+01	  +7.1043999999999997E+01	  +4.7121994372494619E+01	  +8.7510138888888878E-01	  +8.7361303253654143E-01	  +3.7336566666666671E+00	  +3.5801449774178313E+00	  +3.7336566666666671E+00	  +2.7858932070664078E+00	  +0.0000000000000000E+00	  +7.9425177035142358E-01	
  +1.7666666666666666E+00	  +6.3600000000000000E+03	  +5.3777000000000001E+01	  +4.2021000000000001E+01	  +2.5960999999999999E+01	  +6.0250000000000000E+01	  +1.4116000000000000E+01	  +1.1410875025761065E+01	  +4.2838000000000001E+01	  +6.6693448218941313E+01	  +8.5966722222222225E-01	  +8.9640289604380963E-01	  +3.7353297222222221E+00	  +3.6633711287008897E+00	  +1.3391488888888887E+00	  +1.6485787016592031E+00	  +2.3961808333333332E+00	  +2.0147924270416873E+00	
  +1.7833333333333334E+00	  +6.4200000000000000E+03	  +5.4488999999999997E+01	  +4.2223999999999997E+01	  +2.5914999999999999E+01	  +6.2000000000000000E+01	  +1.4135999999999999E+01	  +1.4491757726540264E+01	  +6.9147999999999996E+01	  +6.7160820514661026E+01	  +8.7359138888888888E-01	  +9.1218234408421051E-01	  +3.7415622222222220E+00	  +3.6976804642651091E+00	  +1.6294216666666665E+00	  +1.5795659649726665E+00	  +2.1121408333333336E+00	  +2.1181144992924428E+00	
  +1.8000000000000000E+00	  +6.4800000000000000E+03	  +5.3033999999999999E+01	  +4.2216999999999999E+01	  +2.5913000000000000E+01	  +5.6996000000000002E+01	  +1.4130000000000001E+01	  +1.3718320185612949E+01	  +6.3591999999999999E+01	  +7.0733766638221297E+01	  +8.8639777777777784E-01	  +8.7988047937984970E-01	  +3.7429605555555554E+00	  +3.6015175898507046E+00	  +1.7097877777777777E+00	  +1.7706713172222488E+00	  +2.0331727777777777E+00	  +1.8308462726284556E+00	
  +1.8166666666666667E+00	  +6.5400000000000000E+03	  +5.3523000000000003E+01	  +4.2265999999999998E+01	  +2.6021999999999998E+01	  +4.1969999999999999E+01	  +1.4141999999999999E+01	  +1.3863756148358636E+01	  +6.2204999999999998E+01	  +6.6650055253403977E+01	  +8.7248527777777785E-01	  +8.9114288016000009E-01	  +3.7485775000000001E+00	  +3.6318970000901336E+00	  +2.4254480555555555E+00	  +2.4828997422830303E+00	  +1.3231297222222222E+00	  +1.1489972578071033E+00	
  +1.8333333333333333E+00	  +6.6000000000000000E+03	  +5.3450000000000003E+01	  +4.2366000000000000E+01	  +2.6138999999999999E+01	  +5.7264000000000003E+01	  +1.4260000000000000E+01	  +1.3676646886232311E+01	  +6.3673999999999999E+01	  +7.1871264630057482E+01	  +8.7147472222222233E-01	  +8.8998318451127845E-01	  +3.7564480555555555E+00	  +3.6307555904921882E+00	  +1.6972558333333334E+00	  +1.7818572169561766E+00	  +2.0591919444444446E+00	  +1.8488983735360112E+00	
  +1.8500000000000001E+00	  +6.6600000000000000E+03	  +5.3534999999999997E+01	  +4.2518000000000001E+01	  +2.6114999999999998E+01	  +6.3997000000000000E+01	  +1.4231999999999999E+01	  +1.1546729699652460E+01	  +4.0165999999999997E+01	  +5.9643204245102091E+01	  +8.8387972222222222E-01	  +8.9186317493233080E-01	  +3.6221111111111113E+00	  +3.6323701715826830E+00	  +1.1943780555555557E+00	  +1.4665170590114132E+00	  +2.4277333333333333E+00	  +2.1658531125712699E+00	
  +1.8666666666666667E+00	  +6.7200000000000000E+03	  +5.5417000000000002E+01	  +4.2026000000000003E+01	  +2.5899000000000001E+01	  +6.2453000000000003E+01	  +1.4109999999999999E+01	  +1.4127474523880934E+01	  +7.1058999999999997E+01	  +6.6291192915918700E+01	  +8.6976527777777779E-01	  +9.3261651566496262E-01	  +3.6190805555555556E+00	  +3.7664800902459725E+00	  +1.5915036111111109E+00	  +1.5872578611991228E+00	  +2.0275769444444443E+00	  +2.1792222290468497E+00	
  +1.8833333333333333E+00	  +6.7800000000000000E+03	  +5.1564999999999998E+01	  +4.1921999999999997E+01	  +2.5949000000000002E+01	  +5.5661000000000001E+01	  +1.4134000000000000E+01	  +1.1478953667783431E+01	  +4.5661999999999999E+01	  +7.2814057518514133E+01	  +8.6168861111111117E-01	  +8.4718337784160380E-01	  +3.6823166666666669E+00	  +3.5206886593983291E+00	  +1.4613825000000000E+00	  +1.7945809591580859E+00	  +2.2209341666666669E+00	  +1.7261077002402427E+00	
  +1.8999999999999999E+00	  +6.8400000000000000E+03	  +5.3840000000000003E+01	  +4.2345999999999997E+01	  +2.5975000000000001E+01	  +4.5137000000000000E+01	  +1.4166000000000000E+01	  +1.4353871577771008E+01	  +6.6980000000000004E+01	  +6.7557470828658950E+01	  +8.8347555555555557E-01	  +8.9805960210526325E-01	  +3.7635922222222224E+00	  +3.6473321519822770E+00	  +2.3804383333333332E+00	  +2.3423246853132271E+00	  +1.3831538888888890E+00	  +1.3050074666690499E+00	
  +1.9166666666666667E+00	  +6.9000000000000000E+03	  +5.3287999999999997E+01	  +4.2130000000000003E+01	  +2.5980000000000000E+01	  +3.5965000000000003E+01	  +1.4214000000000000E+01	  +1.5445554769912439E+01	  +6.3479999999999997E+01	  +5.5912118286617954E+01	  +8.7136777777777774E-01	  +8.8569760433082712E-01	  +3.7521208333333336E+00	  +3.6218908320250192E+00	  +3.0248358333333334E+00	  +2.7058906432952008E+00	  +7.2728500000000007E-01	  +9.1600018872981837E-01	
  +1.9333333333333333E+00	  +6.9600000000000000E+03	  +5.2868000000000002E+01	  +4.2451000000000001E+01	  +2.5998000000000001E+01	  +5.3469000000000001E+01	  +1.4147000000000000E+01	  +1.3380240703338398E+01	  +6.2103999999999999E+01	  +7.2568075781052698E+01	  +8.8398083333333333E-01	  +8.7667526565052645E-01	  +3.7381586111111109E+00	  +3.5804996925181598E+00	  +1.8094872222222222E+00	  +1.9283901394494938E+00	  +1.9286713888888889E+00	  +1.6521095530686660E+00	
  +1.9500000000000000E+00	  +7.0200000000000000E+03	  +5.2332999999999998E+01	  +4.2287999999999997E+01	  +2.5937000000000001E+01	  +6.0054000000000002E+01	  +1.4145000000000000E+01	  +1.4438451894306828E+01	  +6.6159000000000006E+01	  +6.8890114012580042E+01	  +8.8105277777777780E-01	  +8.6447370446596461E-01	  +3.7490288888888892E+00	  +3.5563059524763800E+00	  +1.6486425000000000E+00	  +1.6082747879293324E+00	  +2.1003863888888890E+00	  +1.9480311645470478E+00	
  +1.9666666666666666E+00	  +7.0800000000000000E+03	  +5.1985999999999997E+01	  +4.2061000000000000E+01	  +2.6056999999999999E+01	  +6.0984999999999999E+01	  +1.4180000000000000E+01	  +1.1735232860497710E+01	  +3.9210999999999999E+01	  +6.6416815734830678E+01	  +8.6885000000000001E-01	  +8.5709937115007517E-01	  +3.7713394444444446E+00	  +3.5513649885867613E+00	  +1.2964972222222224E+00	  +1.5679603642225337E+00	  +2.4748422222222226E+00	  +1.9834046243642274E+00	
  +1.9833333333333334E+00	  +7.1400000000000000E+03	  +5.3131000000000000E+01	  +4.2395000000000003E+01	  +2.6099000000000000E+01	  +6.2119999999999997E+01	  +1.4177000000000000E+01	  +1.5008114724263283E+01	  +7.1075999999999993E+01	  +6.8246762841496690E+01	  +8.7762499999999999E-01	  +8.8281084278245636E-01	  +3.7687200000000001E+00	  +3.6108550750190904E+00	  +1.6592922222222224E+00	  +1.5433290280470036E+00	  +2.1094275000000002E+00	  +2.0675260469720866E+00	
  +2.0000000000000000E+00	  +7.2000000000000000E+03	  +5.3328000000000003E+01	  +4.2380000000000003E+01	  +2.6146999999999998E+01	  +6.2613999999999997E+01	  +1.4186999999999999E+01	  +1.2085436587810968E+01	  +4.3600000000000001E+01	  +6.4399158987581771E+01	  +8.7217638888888893E-01	  +8.8732168101052633E-01	  +3.7506438888888889E+00	  +3.6266705034220488E+00	  +1.2977627777777778E+00	  +1.5289227577593707E+00	  +2.4528811111111111E+00	  +2.0977477456626779E+00	
  +2.0166666666666666E+00	  +7.2600000000000000E+03	  +5.3738000000000000E+01	  +4.2331000000000003E+01	  +2.6091999999999999E+01	  +6.1183000000000000E+01	  +1.4147000000000000E+01	  +1.4490803428018330E+01	  +7.1061000000000007E+01	  +6.8775824792176763E+01	  +8.8145999999999991E-01	  +8.9617515795248126E-01	  +3.6825375000000000E+00	  +3.6517095275675864E+00	  +1.6525983333333334E+00	  +1.6043134067701315E+00	  +2.0299391666666668E+00	  +2.0473961207974551E+00	
  +2.0333333333333332E+00	  +7.3200000000000000E+03	  +5.1344000000000001E+01	  +4.2353999999999999E+01	  +2.6164000000000001E+01	  +6.1945999999999998E+01	  +1.4234999999999999E+01	  +1.4404933272873432E+01	  +6.3747000000000000E+01	  +6.8352246211342191E+01	  +8.6713472222222221E-01	  +8.4353855326957394E-01	  +3.7070233333333333E+00	  +3.5021500165864099E+00	  +1.5275438888888890E+00	  +1.5067649622622012E+00	  +2.1794794444444445E+00	  +1.9953850543242087E+00	
  +2.0499999999999998E+00	  +7.3800000000000000E+03	  +5.2784999999999997E+01	  +4.1923000000000002E+01	  +2.6085999999999999E+01	  +6.3158999999999999E+01	  +1.4156000000000001E+01	  +1.4034387492155972E+01	  +6.2186000000000000E+01	  +6.6189317563111416E+01	  +8.6754194444444444E-01	  +8.7482546352180446E-01	  +3.7158141666666666E+00	  +3.6126003515194469E+00	  +1.4806158333333332E+00	  +1.4962157279622488E+00	  +2.2351983333333334E+00	  +2.1163846235571979E+00	
  +2.0666666666666669E+00	  +7.4400000000000000E+03	  +5.2307000000000002E+01	  +4.2140999999999998E+01	  +2.6088000000000001E+01	  +6.4558999999999997E+01	  +1.4196999999999999E+01	  +1.4847222127274406E+01	  +6.5552000000000007E+01	  +6.5406734485703552E+01	  +8.6390916666666662E-01	  +8.6438732518857153E-01	  +3.7493644444444443E+00	  +3.5728437266432476E+00	  +1.4983599999999999E+00	  +1.4165805791065136E+00	  +2.2510044444444444E+00	  +2.1562631475367340E+00	
  +2.0833333333333335E+00	  +7.5000000000000000E+03	  +5.2807000000000002E+01	  +4.2008000000000003E+01	  +2.6064000000000000E+01	  +5.7780999999999999E+01	  +1.4160000000000000E+01	  +1.0842982630386130E+01	  +3.9104999999999997E+01	  +7.1026990481762041E+01	  +8.5653972222222230E-01	  +8.7527732767759392E-01	  +3.7505730555555554E+00	  +3.6040641076397835E+00	  +1.3576727777777780E+00	  +1.7413720626884546E+00	  +2.3929002777777781E+00	  +1.8626920449513287E+00	
  +2.1000000000000001E+00	  +7.5600000000000000E+03	  +5.4320000000000000E+01	  +4.2067999999999998E+01	  +2.6077999999999999E+01	  +5.9725999999999999E+01	  +1.4189000000000000E+01	  +1.4443863015650630E+01	  +7.1094999999999999E+01	  +6.9840888039073619E+01	  +8.9063388888888895E-01	  +9.0886746871979973E-01	  +3.7434477777777779E+00	  +3.7006892737898487E+00	  +1.7327225000000002E+00	  +1.6949826068346046E+00	  +2.0107249999999999E+00	  +2.0057066669552444E+00	
  +2.1166666666666667E+00	  +7.6200000000000000E+03	  +5.2789999999999999E+01	  +4.2631999999999998E+01	  +2.6216999999999999E+01	  +5.0375000000000000E+01	  +1.4224000000000000E+01	  +1.0569820278441943E+01	  +4.1595999999999997E+01	  +7.8426390020323439E+01	  +8.7449833333333338E-01	  +8.7580701423157903E-01	  +3.7689680555555554E+00	  +3.5744850989934345E+00	  +1.5848230555555556E+00	  +2.0749698135584209E+00	  +2.1841447222222223E+00	  +1.4995152854350138E+00	
  +2.1333333333333333E+00	  +7.6800000000000000E+03	  +5.1207000000000001E+01	  +4.1991000000000000E+01	  +2.6231000000000002E+01	  +5.4594999999999999E+01	  +1.4252000000000001E+01	  +1.4807613363308771E+01	  +7.1073999999999998E+01	  +7.2097534097725884E+01	  +8.7106444444444442E-01	  +8.4047586377473682E-01	  +3.7529713888888887E+00	  +3.5043954578914418E+00	  +1.9377733333333333E+00	  +1.8483971777764667E+00	  +1.8151980555555556E+00	  +1.6559982801149751E+00	
  +2.1499999999999999E+00	  +7.7400000000000000E+03	  +5.3851999999999997E+01	  +4.2311999999999998E+01	  +2.6137000000000000E+01	  +3.4377000000000002E+01	  +1.4211000000000000E+01	  +1.2162537589903231E+01	  +4.5488999999999997E+01	  +6.3129631564281709E+01	  +8.7198027777777776E-01	  +8.9883361486596491E-01	  +3.7431666666666668E+00	  +3.6566829834464287E+00	  +2.3888288888888889E+00	  +2.8035719596781750E+00	  +1.3543377777777779E+00	  +8.5311102376825365E-01	
  +2.1666666666666665E+00	  +7.8000000000000000E+03	  +5.5268000000000001E+01	  +4.1917000000000002E+01	  +2.6286000000000001E+01	  +3.4250000000000000E+01	  +1.4185000000000000E+01	  +1.6499309123606249E+01	  +7.1082999999999998E+01	  +5.2559465024179971E+01	  +8.7611805555555555E-01	  +9.3041889018706758E-01	  +3.7098447222222224E+00	  +3.7754649660490789E+00	  +3.6078655555555557E+00	  +2.9113290380507819E+00	  +1.0197916666666666E-01	  +8.6413592799829653E-01	
  +2.1833333333333331E+00	  +7.8600000000000000E+03	  +5.3490000000000002E+01	  +4.1781999999999996E+01	  +2.6263000000000002E+01	  +4.2984000000000002E+01	  +1.4080000000000000E+01	  +1.3087565005122739E+01	  +6.3512000000000000E+01	  +7.0627517275042337E+01	  +8.7268777777777773E-01	  +8.9104757094135334E-01	  +3.6090369444444441E+00	  +3.6624498370581757E+00	  +2.2819927777777780E+00	  +2.4684851364363642E+00	  +1.3270444444444442E+00	  +1.1939647006218113E+00	
  +2.2000000000000002E+00	  +7.9200000000000000E+03	  +5.2692999999999998E+01	  +4.1875000000000000E+01	  +2.6218000000000000E+01	  +4.3204999999999998E+01	  +1.4166000000000000E+01	  +1.3423840071132359E+01	  +6.2384999999999998E+01	  +6.9613897042531818E+01	  +8.6440888888888889E-01	  +8.7330474007518788E-01	  +3.6575825000000002E+00	  +3.6034084095439605E+00	  +2.2730275000000000E+00	  +2.4140209258563479E+00	  +1.3845550000000000E+00	  +1.1893874836876128E+00	
  +2.2166666666666668E+00	  +7.9800000000000000E+03	  +5.3299999999999997E+01	  +4.2445999999999998E+01	  +2.6202999999999999E+01	  +4.9183999999999997E+01	  +1.4215999999999999E+01	  +1.4250099363682207E+01	  +6.8724000000000004E+01	  +7.1311938355304989E+01	  +8.7712583333333327E-01	  +8.8692495466666654E-01	  +3.7551861111111111E+00	  +3.6162055629772558E+00	  +2.1572155555555557E+00	  +2.1513071103291566E+00	  +1.5979705555555557E+00	  +1.4648984526480990E+00	
  +2.2333333333333334E+00	  +8.0400000000000000E+03	  +5.2613000000000000E+01	  +4.2033999999999999E+01	  +2.6141999999999999E+01	  +4.9680000000000000E+01	  +1.4247999999999999E+01	  +1.0295581541910712E+01	  +4.0375000000000000E+01	  +7.8286885424938930E+01	  +8.7267888888888878E-01	  +8.7130991343999997E-01	  +3.7417158333333331E+00	  +3.5887215869620750E+00	  +1.5770052777777779E+00	  +2.1083860296298349E+00	  +2.1647105555555552E+00	  +1.4803355573322399E+00	
