 TIME                    	time                     	freq-sim                 	freq-exp                 	Toa                      	Tr-sim                   	Tr-exp                   	Ts-sim                   	Ts-exp                   	Pel-sim                  	Pel-exp                  	Qh-sim                   	Qh-exp                   	Qhair                    	
  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0500000000000000E+01	  -6.2720000000000002E+00	  +2.3333300000000001E+01	  +9.2699999999999996E+00	  +1.8981941321619100E+01	  +2.7373000000000001E+01	  +1.9200000000000002E-02	  +2.4275888888888889E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6666666666666666E-02	  +1.7000000000000001E-02	  +3.1733333333333334E+01	  +7.4834999999999994E+01	  -5.9580000000000002E+00	  +2.3103856069715025E+01	  +1.4722000000000000E+01	  +2.5030636657807179E+01	  +2.6042000000000002E+01	  +3.7052332848950975E-01	  +6.3829583333333328E-01	  +2.4901135823854120E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.3333333333333333E-02	  +3.3000000000000002E-02	  +7.5366666666666660E+01	  +8.5921999999999997E+01	  -7.2089999999999996E+00	  +2.2706423384843248E+01	  +1.7713000000000001E+01	  +2.9772315752270590E+01	  +3.3478000000000002E+01	  +1.5527082953762910E+00	  +1.1656608333333334E+00	  +9.1416754130119826E-01	  +8.3381666666666659E-02	  +2.2986436111111113E+00	
  +5.0000000000000003E-02	  +5.0000000000000003E-02	  +1.0710000000000001E+02	  +1.0692400000000001E+02	  -7.9429999999999996E+00	  +2.2419200447030093E+01	  +1.9556000000000001E+01	  +3.4511956615688021E+01	  +3.8908999999999999E+01	  +2.6437083682933507E+00	  +1.7397663888888888E+00	  +1.5662853099157841E+00	  +1.4021083333333334E-01	  +3.3243419444444444E+00	
  +6.6666666666666666E-02	  +6.7000000000000004E-02	  +1.1900000000000000E+02	  +1.0490200000000000E+02	  -8.4520000000000000E+00	  +2.2225900945716202E+01	  +2.0542999999999999E+01	  +3.8150340161743451E+01	  +3.9835000000000001E+01	  +3.0631297823658943E+00	  +1.7028105555555557E+00	  +2.0647771190518851E+00	  +1.4675138888888886E-01	  +3.3036638888888890E+00	
  +8.3333333333333329E-02	  +8.3000000000000004E-02	  +1.1900000000000000E+02	  +1.0590100000000000E+02	  -8.7910000000000004E+00	  +2.2104075379446229E+01	  +2.1082999999999998E+01	  +4.1046898462558424E+01	  +3.9692000000000000E+01	  +3.0622418978181654E+00	  +1.6727275000000001E+00	  +2.4564090865229682E+00	  +1.5027194444444444E-01	  +3.1845977777777779E+00	
  +1.0000000000000001E-01	  +1.0000000000000001E-01	  +1.1900000000000000E+02	  +1.1450900000000000E+02	  -9.0239999999999991E+00	  +2.2041109512898959E+01	  +2.1222000000000001E+01	  +4.3749260882839458E+01	  +3.8256999999999998E+01	  +3.0623315636514454E+00	  +1.8437341666666667E+00	  +2.8155820703099637E+00	  +1.6136861111111112E-01	  +3.5311719444444440E+00	
  +1.1666666666666667E-01	  +1.1700000000000001E-01	  +1.1900000000000000E+02	  +1.2012000000000000E+02	  -9.2550000000000008E+00	  +2.2030015061605805E+01	  +2.1504000000000001E+01	  +4.6229304700777945E+01	  +3.8707000000000001E+01	  +3.0644443652861719E+00	  +2.0137408333333333E+00	  +3.1388005146251210E+00	  +1.5729611111111111E-01	  +3.5617075000000002E+00	
  +1.3333333333333333E-01	  +1.3300000000000001E-01	  +1.1900000000000000E+02	  +1.1907299999999999E+02	  -9.5480000000000000E+00	  +2.2063335942215858E+01	  +2.1788000000000000E+01	  +4.8432938377019745E+01	  +3.9079000000000001E+01	  +3.0681755521222653E+00	  +2.0023866666666668E+00	  +3.4228516339385959E+00	  +1.6455944444444445E-01	  +3.5760486111111112E+00	
  +1.4999999999999999E-01	  +1.4999999999999999E-01	  +1.1900000000000000E+02	  +1.1958600000000000E+02	  -9.4920000000000009E+00	  +2.2136150571680123E+01	  +2.1641999999999999E+01	  +5.0657200966628530E+01	  +3.9051000000000002E+01	  +3.0704233895349922E+00	  +2.0309447222222223E+00	  +3.7010334564560035E+00	  +1.6455944444444445E-01	  +3.6015205555555556E+00	
  +1.6666666666666666E-01	  +1.6700000000000001E-01	  +1.1900000000000000E+02	  +1.2014500000000000E+02	  -9.7550000000000008E+00	  +2.2242553467712721E+01	  +2.1699999999999999E+01	  +5.2492457193685972E+01	  +3.9307000000000002E+01	  +3.0776687588500722E+00	  +2.0289150000000000E+00	  +3.9233209841988592E+00	  +1.7417777777777776E-01	  +3.6405349999999999E+00	
  +1.8333333333333332E-01	  +1.8300000000000000E-01	  +1.1900000000000000E+02	  +1.2011100000000000E+02	  -1.0141000000000000E+01	  +2.2374558590433164E+01	  +2.2010000000000002E+01	  +5.4067820255878715E+01	  +3.9579000000000001E+01	  +3.0872331175195686E+00	  +2.0101516666666668E+00	  +4.1082877272895884E+00	  +1.6905638888888888E-01	  +3.6293863888888889E+00	
  +2.0000000000000001E-01	  +2.0000000000000001E-01	  +1.1503333333333333E+02	  +1.1954300000000001E+02	  -1.0076000000000001E+01	  +2.2524566433909218E+01	  +2.2042999999999999E+01	  +5.5250679641502956E+01	  +3.9719000000000001E+01	  +2.9504032166467122E+00	  +2.0275836111111114E+00	  +4.2373627369527123E+00	  +1.7799555555555555E-01	  +3.6504352777777775E+00	
  +2.1666666666666667E-01	  +2.1700000000000000E-01	  +9.5200000000000003E+01	  +1.1895900000000000E+02	  -1.0093000000000000E+01	  +2.2664377264411442E+01	  +2.1922999999999998E+01	  +5.3911462010419989E+01	  +3.9670999999999999E+01	  +2.2547742305333101E+00	  +2.0275061111111112E+00	  +4.0445639177219688E+00	  +1.6835027777777778E-01	  +3.6663000000000001E+00	
  +2.3333333333333334E-01	  +2.3300000000000001E-01	  +8.3299999999999997E+01	  +1.2104100000000000E+02	  -1.0060000000000000E+01	  +2.2772279556538034E+01	  +2.1831000000000000E+01	  +5.2681670782348263E+01	  +3.9630000000000003E+01	  +1.8279294143087699E+00	  +2.0092736111111114E+00	  +3.8669583897399638E+00	  +1.9170333333333331E-01	  +3.6776005555555553E+00	
  +2.5000000000000000E-01	  +2.5000000000000000E-01	  +7.5366666666666660E+01	  +1.2214700000000001E+02	  -1.0162000000000001E+01	  +2.2852047098404498E+01	  +2.1841999999999999E+01	  +5.1561046657600535E+01	  +3.9844999999999999E+01	  +1.5723760619928968E+00	  +2.0545911111111113E+00	  +3.7112365547690742E+00	  +2.1553083333333331E-01	  +3.7183580555555555E+00	
  +2.6666666666666666E-01	  +2.6700000000000002E-01	  +7.1399999999999991E+01	  +1.1848600000000000E+02	  -1.0358000000000001E+01	  +2.2912953766661726E+01	  +2.2431000000000001E+01	  +5.1133633679394670E+01	  +4.0481000000000002E+01	  +1.4454971977080340E+00	  +2.0519952777777779E+00	  +3.6485886418557221E+00	  +3.1155499999999997E-01	  +3.7206355555555555E+00	
  +2.8333333333333333E-01	  +2.8299999999999997E-01	  +6.7433333333333337E+01	  +1.1858199999999999E+02	  -1.0202999999999999E+01	  +2.2959804966219952E+01	  +2.1835000000000001E+01	  +5.0423602619545441E+01	  +4.0472999999999999E+01	  +1.3257577487217085E+00	  +1.9991955555555556E+00	  +3.5498595214868542E+00	  +4.1944508333333328E+00	  +3.8457344444444446E+00	
  +2.9999999999999999E-01	  +2.9999999999999999E-01	  +6.3466666666666669E+01	  +1.1905100000000000E+02	  -1.0334000000000000E+01	  +2.2988461702316101E+01	  +2.1959000000000000E+01	  +4.9463749849535141E+01	  +4.0692000000000000E+01	  +1.2068626561971336E+00	  +2.0496272222222225E+00	  +3.4217090374652042E+00	  +4.1944508333333328E+00	  +3.8629477777777774E+00	
  +3.1666666666666665E-01	  +3.1700000000000000E-01	  +6.3466666666666669E+01	  +1.1951000000000001E+02	  -1.0494999999999999E+01	  +2.3007553829520177E+01	  +2.1934000000000001E+01	  +4.9557675542561547E+01	  +4.1052000000000000E+01	  +1.2074808134137573E+00	  +2.0237286111111112E+00	  +3.4328849774528742E+00	  +4.2083422222222220E+00	  +3.9402349999999999E+00	
  +3.3333333333333331E-01	  +3.3300000000000002E-01	  +6.3466666666666669E+01	  +1.1801800000000000E+02	  -1.0830000000000000E+01	  +2.3025847643312002E+01	  +2.2491000000000000E+01	  +4.9495396419995146E+01	  +4.1543999999999997E+01	  +1.2088587453563620E+00	  +2.0252994444444448E+00	  +3.4220563474760679E+00	  +4.2385627777777772E+00	  +3.9203361111111108E+00	
  +3.4999999999999998E-01	  +3.4999999999999998E-01	  +5.9500000000000000E+01	  +1.1818899999999999E+02	  -1.1023000000000000E+01	  +2.3031171806532249E+01	  +2.2890000000000001E+01	  +4.8284179817848390E+01	  +4.1911000000000001E+01	  +1.0888251150474602E+00	  +2.0136391666666666E+00	  +3.2632125755737729E+00	  +4.2002777777777780E+00	  +3.9089405555555556E+00	
  +3.6666666666666664E-01	  +3.6699999999999999E-01	  +5.9500000000000000E+01	  +1.1759500000000000E+02	  -1.1148999999999999E+01	  +2.3025045831559087E+01	  +2.2834000000000000E+01	  +4.8246192593982798E+01	  +4.1968000000000004E+01	  +1.0887328247201122E+00	  +1.9931430555555554E+00	  +3.2607488721061850E+00	  +4.1930930555555559E+00	  +3.9321763888888888E+00	
  +3.8333333333333336E-01	  +3.8300000000000001E-01	  +6.3466666666666669E+01	  +1.1701000000000001E+02	  -1.1329000000000001E+01	  +2.3029616906044360E+01	  +2.2820000000000000E+01	  +4.9386838952215072E+01	  +4.2113999999999997E+01	  +1.2102144383358795E+00	  +2.0162061111111109E+00	  +3.4090789197225306E+00	  +4.2530533333333338E+00	  +3.9640580555555558E+00	
  +4.0000000000000002E-01	  +4.0000000000000002E-01	  +6.3466666666666669E+01	  +1.1610400000000000E+02	  -1.1292999999999999E+01	  +2.3044102734601651E+01	  +2.2811000000000000E+01	  +4.9412076738716522E+01	  +4.2378000000000000E+01	  +1.2105602041264716E+00	  +2.0422952777777779E+00	  +3.4088067685424108E+00	  +4.2481647222222225E+00	  +4.0185966666666664E+00	
  +4.1666666666666669E-01	  +4.1699999999999998E-01	  +6.3466666666666669E+01	  +1.1847700000000000E+02	  -1.1472000000000000E+01	  +2.3058001657207154E+01	  +2.2916000000000000E+01	  +4.9379341286275931E+01	  +4.2524999999999999E+01	  +1.2113380381502894E+00	  +2.0059897222222220E+00	  +3.4026242435679457E+00	  +4.2378508333333338E+00	  +4.0256547222222219E+00	
  +4.3333333333333335E-01	  +4.3300000000000000E-01	  +6.3466666666666669E+01	  +1.1754300000000001E+02	  -1.1566000000000001E+01	  +2.3071020734425460E+01	  +2.2888000000000002E+01	  +4.9365960982260958E+01	  +4.2674999999999997E+01	  +1.2118448873465286E+00	  +1.9860913888888889E+00	  +3.3990677102186218E+00	  +4.3173205555555549E+00	  +4.0612713888888887E+00	
  +4.5000000000000001E-01	  +4.5000000000000001E-01	  +6.3466666666666669E+01	  +1.1658799999999999E+02	  -1.1737000000000000E+01	  +2.3082869097889805E+01	  +2.2977000000000000E+01	  +4.9333729008822267E+01	  +4.2807000000000002E+01	  +1.2125523677395538E+00	  +1.9886122222222222E+00	  +3.3932389238643017E+00	  +4.3257858333333337E+00	  +4.0686080555555550E+00	
  +4.6666666666666667E-01	  +4.6700000000000003E-01	  +6.3466666666666669E+01	  +1.1662000000000000E+02	  -1.1811000000000000E+01	  +2.3093614697294470E+01	  +2.2863000000000000E+01	  +4.9323522337044110E+01	  +4.2654000000000003E+01	  +1.2129542650045821E+00	  +1.9587780555555554E+00	  +3.3904122038965494E+00	  +4.3287347222222223E+00	  +4.0624124999999998E+00	
  +4.8333333333333334E-01	  +4.8299999999999998E-01	  +6.3466666666666669E+01	  +1.1714300000000000E+02	  -1.1833000000000000E+01	  +2.3103353653199107E+01	  +2.2693999999999999E+01	  +4.9324847023546432E+01	  +4.2877000000000002E+01	  +1.2131865956393413E+00	  +2.0136824999999998E+00	  +3.3892173437850484E+00	  +4.3287736111111110E+00	  +4.1425200000000002E+00	
  +5.0000000000000000E-01	  +5.0000000000000000E-01	  +5.5533333333333331E+01	  +1.1696200000000000E+02	  -1.1882999999999999E+01	  +2.3088979619578694E+01	  +2.2579999999999998E+01	  +4.6803789909649481E+01	  +4.2850999999999999E+01	  +9.7654792698768811E-01	  +1.9881447222222222E+00	  +3.0653631843290845E+00	  +4.3510313888888890E+00	  +4.1615011111111109E+00	
  +5.1666666666666672E-01	  +5.1700000000000002E-01	  +5.5533333333333331E+01	  +1.1748099999999999E+02	  -1.1863000000000000E+01	  +2.3052227081909383E+01	  +2.2504000000000001E+01	  +4.6781427048338166E+01	  +4.3164000000000001E+01	  +9.7597600616092639E-01	  +2.0228586111111113E+00	  +3.0675895521494456E+00	  +4.4701300000000002E+00	  +4.2398633333333331E+00	
  +5.3333333333333333E-01	  +5.3300000000000003E-01	  +5.5533333333333331E+01	  +1.1951500000000000E+02	  -1.1988000000000000E+01	  +2.3016750180222573E+01	  +2.2480000000000000E+01	  +4.6731131358087374E+01	  +4.3448999999999998E+01	  +9.7586120022395639E-01	  +2.0184694444444444E+00	  +3.0659663363197165E+00	  +4.4922047222222226E+00	  +4.3014072222222222E+00	
  +5.5000000000000004E-01	  +5.5000000000000004E-01	  +5.5533333333333331E+01	  +1.1713400000000000E+02	  -1.2058000000000000E+01	  +2.2982623597033250E+01	  +2.2664000000000001E+01	  +4.6692237383849005E+01	  +4.3747999999999998E+01	  +9.7559685593171930E-01	  +2.0276316666666667E+00	  +3.0657511425186943E+00	  +4.5073533333333335E+00	  +4.3216016666666661E+00	
  +5.6666666666666665E-01	  +5.6699999999999995E-01	  +5.5533333333333331E+01	  +1.1857299999999999E+02	  -1.2212999999999999E+01	  +2.2949562041324842E+01	  +2.2771000000000001E+01	  +4.6637678841213337E+01	  +4.3844000000000001E+01	  +9.7562844667271220E-01	  +1.9957475000000000E+00	  +3.0632338144827007E+00	  +4.4570663888888893E+00	  +4.3178336111111113E+00	
  +5.8333333333333337E-01	  +5.8299999999999996E-01	  +5.5533333333333331E+01	  +1.1757100000000000E+02	  -1.2327000000000000E+01	  +2.2917522213429304E+01	  +2.2949999999999999E+01	  +4.6591409606330899E+01	  +4.4122000000000000E+01	  +9.7554572742719858E-01	  +2.0218077777777776E+00	  +3.0617797067574490E+00	  +4.4444438888888884E+00	  +4.3351036111111112E+00	
  +5.9999999999999998E-01	  +5.9999999999999998E-01	  +5.5533333333333331E+01	  +1.1991200000000001E+02	  -1.2416000000000000E+01	  +2.2886842431573974E+01	  +2.2614999999999998E+01	  +4.6551489756997746E+01	  +4.3877000000000002E+01	  +9.7541780221941798E-01	  +1.9860044444444445E+00	  +3.0608901252007317E+00	  +4.4762305555555555E+00	  +4.3574211111111110E+00	
  +6.1666666666666670E-01	  +6.1699999999999999E-01	  +8.3299999999999997E+01	  +1.1953300000000000E+02	  -1.2449999999999999E+01	  +2.2930524058514461E+01	  +2.2577000000000002E+01	  +5.4386755835151810E+01	  +4.4021000000000001E+01	  +1.8528376951102989E+00	  +2.0040980555555556E+00	  +4.0658752583303031E+00	  +4.5152669444444440E+00	  +4.3941508333333328E+00	
  +6.3333333333333330E-01	  +6.3300000000000001E-01	  +8.3299999999999997E+01	  +1.1762900000000000E+02	  -1.2449999999999999E+01	  +2.3043897416794898E+01	  +2.2847000000000001E+01	  +5.4441589068262957E+01	  +4.4405999999999999E+01	  +1.8552259276221248E+00	  +2.0396122222222224E+00	  +4.0590987997451489E+00	  +4.5466152777777777E+00	  +4.4129227777777782E+00	
  +6.5000000000000002E-01	  +6.5000000000000002E-01	  +8.3299999999999997E+01	  +1.1744900000000000E+02	  -1.2536000000000000E+01	  +2.3151417294373559E+01	  +2.2977000000000000E+01	  +5.4476406847166210E+01	  +4.4749000000000002E+01	  +1.8586970953416120E+00	  +2.0398027777777776E+00	  +4.0482294384275557E+00	  +4.6251550000000003E+00	  +4.4532447222222222E+00	
  +6.6666666666666663E-01	  +6.6700000000000004E-01	  +8.3299999999999997E+01	  +1.1801900000000001E+02	  -1.2813000000000001E+01	  +2.2957949965535633E+01	  +2.3117999999999999E+01	  +2.2960690260891884E+01	  +4.4902000000000001E+01	  +1.1139171819014355E+00	  +2.0204011111111111E+00	  +0.0000000000000000E+00	  +4.5317047222222220E+00	  +4.4534722222222225E+00	
  +6.8333333333333335E-01	  +6.8300000000000005E-01	  +1.1900000000000000E+02	  +1.1957400000000000E+02	  -1.2770000000000000E+01	  +2.2481119265522207E+01	  +2.3416000000000000E+01	  +2.2481119265522210E+01	  +4.5093000000000004E+01	  +1.8726218157672108E+00	  +2.0373858333333335E+00	  +0.0000000000000000E+00	  +4.5231761111111108E+00	  +4.4282036111111109E+00	
  +6.9999999999999996E-01	  +6.9999999999999996E-01	  +1.1900000000000000E+02	  +1.0889700000000001E+02	  -1.2866000000000000E+01	  +2.2021852115085586E+01	  +2.3443999999999999E+01	  +2.2026128073860406E+01	  +4.3859000000000002E+01	  +1.8624939281473263E+00	  +1.7478822222222223E+00	  +0.0000000000000000E+00	  +4.2758458333333333E+00	  +4.1783488888888893E+00	
  +7.1666666666666667E-01	  +7.1699999999999997E-01	  +1.1900000000000000E+02	  +1.0881699999999999E+02	  -1.2763000000000000E+01	  +2.1579203325743734E+01	  +2.3202000000000002E+01	  +2.1579485148306798E+01	  +4.2396999999999998E+01	  +1.8512453606513726E+00	  +1.7356275000000001E+00	  +0.0000000000000000E+00	  +4.2625933333333332E+00	  +3.9396283333333333E+00	
  +7.3333333333333328E-01	  +7.3299999999999998E-01	  +1.1900000000000000E+02	  +0.0000000000000000E+00	  -1.2679000000000000E+01	  +2.1153130159759051E+01	  +2.2652999999999999E+01	  +2.1158519145682806E+01	  +4.1695999999999998E+01	  +1.8407300917892966E+00	  -1.4313888888888887E-03	  +0.0000000000000000E+00	  +2.2499999999999999E-02	  +3.9164205555555553E+00	
  +7.5000000000000000E-01	  +7.5000000000000000E-01	  +1.1900000000000000E+02	  +3.2427000000000000E+01	  -1.1965999999999999E+01	  +2.0742555800485924E+01	  +2.1905999999999999E+01	  +2.0742801190421776E+01	  +3.1007999999999999E+01	  +3.0506627206111721E+00	  +2.2766666666666664E-02	  +0.0000000000000000E+00	  +6.8413888888888890E-03	  +1.5777302777777777E+00	
  +7.6666666666666672E-01	  +7.6700000000000002E-01	  +1.1900000000000000E+02	  +5.0234999999999999E+01	  -1.0769000000000000E+01	  +2.0382165513545992E+01	  +1.8326000000000001E+01	  +2.2598908937037237E+01	  +2.9981000000000002E+01	  +3.0303296668899153E+00	  +1.8932333333333332E-01	  +4.7556243285765881E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.8333333333333333E-01	  +7.8300000000000003E-01	  +1.1900000000000000E+02	  +8.3744000000000000E+01	  -9.5489999999999995E+00	  +2.0105501819223282E+01	  +1.2867000000000001E+01	  +2.4619693715496815E+01	  +2.9472000000000001E+01	  +3.0114060623546326E+00	  +7.5327111111111111E-01	  +9.6923371633575106E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.0000000000000004E-01	  +8.0000000000000004E-01	  +1.1900000000000000E+02	  +0.0000000000000000E+00	  -7.0250000000000004E+00	  +1.9917910438496229E+01	  +1.0205000000000000E+01	  +2.7176206226073887E+01	  +2.9146000000000001E+01	  +2.9798407290262401E+00	  -4.6472222222222227E-03	  +1.5593451528415085E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.1666666666666665E-01	  +8.1699999999999995E-01	  +1.1900000000000000E+02	  +2.3288000000000000E+01	  -6.2569999999999997E+00	  +1.9820635325045568E+01	  +9.5090000000000003E+00	  +2.9669675056793785E+01	  +2.7741000000000000E+01	  +2.9694448367455295E+00	  +1.4347500000000001E-02	  +2.1165618882837358E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.3333333333333337E-01	  +8.3299999999999996E-01	  +1.1900000000000000E+02	  +4.1527999999999999E+01	  -6.0960000000000001E+00	  +1.9804420546744240E+01	  +1.0757999999999999E+01	  +3.2020352736938058E+01	  +2.6427000000000000E+01	  +2.9673485891446671E+00	  +3.1035805555555557E-01	  +2.6253109705066402E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.4999999999999998E-01	  +8.4999999999999998E-01	  +1.1900000000000000E+02	  +7.5983999999999995E+01	  -6.6689999999999996E+00	  +1.9855617140513946E+01	  +1.6385999999999999E+01	  +3.4014679668914575E+01	  +2.6792999999999999E+01	  +2.9746936407701319E+00	  +8.6412666666666671E-01	  +3.0422623908768891E+00	  +5.4083888888888890E-02	  +1.5377286111111113E+00	
  +8.6666666666666670E-01	  +8.6699999999999999E-01	  +1.1900000000000000E+02	  +8.4016000000000005E+01	  -7.7480000000000002E+00	  +1.9957727435660782E+01	  +1.8620000000000001E+01	  +3.5588042293357155E+01	  +3.3982999999999997E+01	  +2.9886188323030272E+00	  +1.1772661111111111E+00	  +3.3572469986013393E+00	  +8.3934999999999996E-02	  +2.6644388888888888E+00	
  +8.8333333333333330E-01	  +8.8300000000000001E-01	  +1.1900000000000000E+02	  +1.0434800000000000E+02	  -8.1500000000000004E+00	  +2.0101315196005103E+01	  +1.9673999999999999E+01	  +3.7167317143944771E+01	  +3.9627000000000002E+01	  +2.9958876424355290E+00	  +1.6769813888888889E+00	  +3.6638808417323037E+00	  +1.5124361111111109E-01	  +3.4228286111111115E+00	
  +9.0000000000000002E-01	  +9.0000000000000002E-01	  +1.1900000000000000E+02	  +1.0489800000000000E+02	  -8.7629999999999999E+00	  +2.0279485236749501E+01	  +2.0033000000000001E+01	  +3.8468351975412055E+01	  +3.7024999999999999E+01	  +3.0057726824147548E+00	  +1.6203705555555554E+00	  +3.9072085488037409E+00	  +1.4296472222222223E-01	  +2.9255177777777774E+00	
  +9.1666666666666663E-01	  +9.1700000000000004E-01	  +1.1900000000000000E+02	  +1.1242800000000000E+02	  -9.1029999999999998E+00	  +2.0484920323278597E+01	  +2.0712000000000000E+01	  +3.9728021192840309E+01	  +3.6500000000000000E+01	  +3.0135906012326474E+00	  +1.7861019444444444E+00	  +4.1304577414146806E+00	  +1.5120944444444445E-01	  +3.2846544444444441E+00	
  +9.3333333333333335E-01	  +9.3300000000000005E-01	  +1.1900000000000000E+02	  +1.2009699999999999E+02	  -9.3599999999999994E+00	  +2.0713079342195570E+01	  +2.1161999999999999E+01	  +4.0881660132134854E+01	  +3.7542999999999999E+01	  +3.0209594920727123E+00	  +2.0325369444444443E+00	  +4.3252673567602358E+00	  +1.5734055555555557E-01	  +3.3998919444444446E+00	
